iter	Logloss
349	0.1533573732
350	0.153086675
351	0.1527522162
352	0.1526054934
353	0.1524151969
354	0.1521683404
355	0.1519220109
356	0.1517317837
357	0.1514907471
358	0.1513108355
359	0.1510997692
360	0.1507557039
361	0.1505307539
362	0.1503467752
363	0.1501549967
364	0.1498864665
365	0.1497466187
366	0.1496542138
367	0.1494757213
368	0.1490611191
369	0.1488034454
370	0.1486533863
371	0.1485435752
372	0.1483522762
373	0.1481975855
374	0.1479679587
375	0.1477976503
376	0.1475619883
377	0.1473396169
378	0.147182173
379	0.1470598889
380	0.1467527058
381	0.1465688038
382	0.1463573231
383	0.1462073468
384	0.1459587645
385	0.1457844605
386	0.1455618655
387	0.1453283018
388	0.1450044569
389	0.1447715694
390	0.1445776237
391	0.1443669321
392	0.1441906268
393	0.1439788654
394	0.1438285959
395	0.1434929613
396	0.1433589464
397	0.1430936097
398	0.14291201
399	0.1427403909
400	0.142489338
401	0.142217413
402	0.1420427125
403	0.1418158339
404	0.141592216
405	0.1413679522
406	0.1411492009
407	0.1409715774
408	0.1408572423
409	0.1406267793
410	0.1404144122
411	0.1401616012
412	0.1400658343
413	0.1399663335
414	0.1397931551
415	0.1396513997
416	0.1395200397
417	0.139232593
418	0.1390404893
419	0.1388668708
420	0.1386413922
421	0.1384845741
422	0.1382726447
423	0.1380296102
424	0.13776502
425	0.1376317243
426	0.137470616
427	0.1372944124
428	0.1372186605
429	0.1369994828
430	0.1369189409
431	0.1366810113
432	0.1364801795
433	0.1363139737
434	0.1360675222
435	0.1359264556
